symbol,file,bars,first_ts,last_ts,raw_profile_events,eligible_scenario_events
TRUMP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUMP_5m.csv,101470,2025-01-18 22:00:00,2026-01-12 07:15:00,398,42360
TRUST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUST_5m.csv,15649,2025-11-18 22:35:00,2026-01-12 06:35:00,52,5580
TRUTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUTH_5m.csv,27744,2025-10-01 21:00:00,2026-01-12 06:35:00,125,12900
TRX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRX_5m.csv,630413,2020-01-15 17:05:00,2026-01-12 15:25:00,4235,428400
TST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TST_5m.csv,95133,2025-02-09 22:00:00,2026-01-12 07:15:00,399,40860
TURBO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURBO_5m.csv,168564,2024-05-31 00:30:00,2026-01-12 08:05:00,519,55320
TURTLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURTLE_5m.csv,21659,2025-10-23 00:00:00,2026-01-12 06:35:00,84,8640
TUT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TUT_5m.csv,83947,2025-03-20 18:00:00,2026-01-12 07:10:00,424,42900
TWT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TWT_5m.csv,228787,2023-11-03 23:30:00,2026-01-12 08:45:00,1259,128460
UAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UAI_5m.csv,15649,2025-11-18 22:35:00,2026-01-12 06:35:00,77,8220
UB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UB_5m.csv,33234,2025-09-12 19:30:00,2026-01-12 06:40:00,261,25980
UMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UMA_5m.csv,279805,2023-05-10 21:30:00,2026-01-12 09:30:00,1130,117780
UNFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNFI_5m.csv,514902,2021-02-19 16:00:00,2026-01-12 12:25:00,1945,205560
UNI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNI_5m.csv,559265,2020-09-18 16:00:00,2026-01-12 13:20:00,2440,261900
USDC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USDC_5m.csv,296751,2023-03-13 02:00:00,2026-01-12 09:50:00,7640,769380
USELESS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USELESS_5m.csv,41278,2025-08-15 21:15:00,2026-01-12 06:45:00,118,13200
USTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USTC_5m.csv,221894,2023-11-27 21:30:00,2026-01-12 08:35:00,890,91800
USUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USUAL_5m.csv,110401,2024-12-18 22:00:00,2026-01-12 07:25:00,401,41880
UXLINK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UXLINK_5m.csv,137458,2024-09-16 00:00:00,2026-01-12 07:45:00,597,61500
VANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANA_5m.csv,110972,2024-12-16 22:30:00,2026-01-12 07:25:00,482,50940
VANRY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANRY_5m.csv,191007,2024-03-14 02:30:00,2026-01-12 08:10:00,687,72540
VELODROME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELODROME_5m.csv,111803,2024-12-14 01:15:00,2026-01-12 07:25:00,431,44880
VELVET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELVET_5m.csv,50243,2025-07-15 18:15:00,2026-01-12 06:50:00,304,31320
VET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VET_5m.csv,621765,2020-02-14 17:00:00,2026-01-12 14:40:00,2905,305040
VFY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VFY_5m.csv,28033,2025-09-30 21:00:00,2026-01-12 06:40:00,143,15180
VIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIC_5m.csv,86156,2025-03-13 02:00:00,2026-01-12 07:10:00,379,39540
VIDT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIDT_5m.csv,144151,2024-08-23 18:30:00,2026-01-12 07:55:00,278,29040
VINE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VINE_5m.csv,99778,2025-01-24 19:00:00,2026-01-12 07:15:00,362,36240
VIRTUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIRTUAL_5m.csv,112712,2024-12-10 21:30:00,2026-01-12 07:25:00,320,33960
VOXEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VOXEL_5m.csv,145004,2024-08-20 19:30:00,2026-01-12 07:55:00,483,49740
VTHO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VTHO_5m.csv,100360,2025-01-22 18:30:00,2026-01-12 07:15:00,426,44580
VVV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VVV_5m.csv,98359,2025-01-29 17:15:00,2026-01-12 07:15:00,480,48480
W,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\W_5m.csv,184982,2024-04-04 00:30:00,2026-01-12 08:10:00,590,61860
WAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAL_5m.csv,81852,2025-03-28 00:30:00,2026-01-12 07:05:00,346,35160
WAVES,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAVES_5m.csv,569928,2020-08-12 16:00:00,2026-01-12 13:55:00,2084,218100
WAXP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAXP_5m.csv,233395,2023-10-18 23:45:00,2026-01-12 08:55:00,1156,117180
WCT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WCT_5m.csv,76434,2025-04-15 20:00:00,2026-01-12 07:05:00,291,29460
WIF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WIF_5m.csv,206893,2024-01-18 23:15:00,2026-01-12 08:25:00,579,62760
WLD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLD_5m.csv,258206,2023-07-24 21:00:00,2026-01-12 09:20:00,714,75780
WLFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLFI_5m.csv,39019,2025-08-23 17:30:00,2026-01-12 06:45:00,135,14220
WOO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WOO_5m.csv,395980,2022-04-08 12:30:00,2026-01-12 10:45:00,1548,164880
XAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAI_5m.csv,209488,2024-01-09 23:00:00,2026-01-12 08:25:00,629,68820
XAN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAN_5m.csv,28339,2025-09-29 19:30:00,2026-01-12 06:40:00,141,14220
XCN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XCN_5m.csv,77532,2025-04-12 00:30:00,2026-01-12 07:05:00,273,28800
XEM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XEM_5m.csv,511445,2021-03-03 16:00:00,2026-01-12 12:20:00,1275,132600
XLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XLM_5m.csv,628972,2020-01-20 17:00:00,2026-01-12 15:15:00,3207,336480
XMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XMR_5m.csv,624939,2020-02-03 17:00:00,2026-01-12 15:10:00,3935,403920
XNY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XNY_5m.csv,41860,2025-08-13 20:45:00,2026-01-12 06:45:00,195,19830
XPIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPIN_5m.csv,33264,2025-09-12 17:00:00,2026-01-12 06:40:00,161,16080
XPL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPL_5m.csv,39295,2025-08-22 18:30:00,2026-01-12 06:45:00,150,16440
XRP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XRP_5m.csv,633003,2020-01-06 17:20:00,2026-01-12 15:30:00,2789,298140
XTZ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XTZ_5m.csv,624073,2020-02-06 17:00:00,2026-01-12 15:00:00,2548,265980
XVG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XVG_5m.csv,263678,2023-07-05 21:00:00,2026-01-12 09:20:00,1031,103380
XVS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XVS_5m.csv,287704,2023-04-13 11:30:00,2026-01-12 09:40:00,1555,159720
YALA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YALA_5m.csv,43531,2025-08-08 01:30:00,2026-01-12 06:45:00,225,22920
YB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YB_5m.csv,25118,2025-10-10 23:45:00,2026-01-12 06:35:00,109,11400
YFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YFI_5m.csv,564453,2020-08-31 16:00:00,2026-01-12 13:40:00,2515,269160
YGG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YGG_5m.csv,254850,2023-08-05 12:30:00,2026-01-12 09:15:00,876,90360
ZBT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZBT_5m.csv,23141,2025-10-17 20:30:00,2026-01-12 06:35:00,98,9780
ZEC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEC_5m.csv,624361,2020-02-05 17:00:00,2026-01-12 15:00:00,3292,345480
ZEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEN_5m.csv,539962,2020-11-24 16:00:00,2026-01-12 12:45:00,2667,283260
ZEREBRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEREBRO_5m.csv,106067,2025-01-02 23:00:00,2026-01-12 07:20:00,426,44280
ZETA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZETA_5m.csv,202640,2024-02-02 17:30:00,2026-01-12 08:20:00,816,84360
ZIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZIL_5m.csv,585749,2020-06-18 18:00:00,2026-01-12 14:20:00,2772,290940
ZK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZK_5m.csv,163432,2024-06-17 20:05:00,2026-01-12 08:00:00,482,51240
ZKC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZKC_5m.csv,32328,2025-09-15 23:00:00,2026-01-12 06:40:00,110,11460
ZKJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZKJ_5m.csv,68385,2025-05-13 18:30:00,2026-01-12 06:55:00,329,34260
ZORA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZORA_5m.csv,47341,2025-07-25 20:00:00,2026-01-12 06:45:00,169,17640
ZRC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRC_5m.csv,46204,2025-07-29 18:45:00,2026-01-12 06:45:00,269,29340
ZRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRO_5m.csv,162526,2024-06-20 23:30:00,2026-01-12 08:00:00,533,54600
ZRX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRX_5m.csv,584020,2020-06-24 18:00:00,2026-01-12 14:15:00,3390,344160
币安人生,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\币安人生_5m.csv,22283,2025-10-20 20:00:00,2026-01-12 06:35:00,111,12000
